Title,Date
"El Chapo: Temporada 3: Episodio 7","05/09/18"
"El Chapo: Temporada 3: Episodio 6","05/09/18"
"Better Call Saul: Temporada 4: Qué locura, ¿no?","05/09/18"
"El Chapo: Temporada 3: Episodio 5","04/09/18"
"El Chapo: Temporada 3: Episodio 4","04/09/18"
"El Chapo: Temporada 3: Episodio 3","03/09/18"
"Mi abuelo es un peligro","02/09/18"
"El Chapo: Temporada 3: Episodio 2","29/08/18"
"El Chapo: Temporada 3: Episodio 1","29/08/18"
"Better Call Saul: Temporada 4: Habla","29/08/18"
"13 Reasons Why: Más allá de las razones: Temporada 2: Más allá de las razones: Temporada 2","28/08/18"
"13 Reasons Why: Temporada 2: Adiós","28/08/18"
"13 Reasons Why: Temporada 2: La caja de Polaroids","27/08/18"
"(Des)encanto: Parte 1: La caída de Dreamland","25/08/18"
"(Des)encanto: Parte 1: Sé fiel-fo a ti mismo","25/08/18"
"13 Reasons Why: Temporada 2: Bryce y Chloe","24/08/18"
"(Des)encanto: Parte 1: Los límites de la inmortalidad","24/08/18"
"(Des)encanto: Parte 1: Un gran gran amor","24/08/18"
"(Des)encanto: Parte 1: Pompa y repugnancia","23/08/18"
"(Des)encanto: Parte 1: Vocación mortal","23/08/18"
"(Des)encanto: Parte 1: La fiesta roja","22/08/18"
"(Des)encanto: Parte 1: El lado oscuro de la princesa","22/08/18"
"13 Reasons Why: Temporada 2: Sonrían, perras","22/08/18"
"13 Reasons Why: Temporada 2: La página faltante","21/08/18"
"(Des)encanto: Parte 1: Por quién gruñe el cerdo","21/08/18"
"13 Reasons Why: Temporada 2: La niña","20/08/18"
"Extinción","20/08/18"
"Un jefe en pañales: De vuelta a los negocios: Temporada 1: Scooter Buskie","19/08/18"
"(Des)encanto: Parte 1: Una princesa, un elfo y un demonio entran a un bar","18/08/18"
"13 Reasons Why: Temporada 2: La tercera Polaroid","17/08/18"
"13 Reasons Why: Temporada 2: La sonrisa al final del muelle","16/08/18"
"13 Reasons Why: Temporada 2: La máquina de tiza","15/08/18"
"13 Reasons Why: Temporada 2: La segunda Polaroid","14/08/18"
"Dark Net: Temporada 2: Episodio 5","14/08/18"
"Dark Net: La Red Oscura: CTRL","13/08/18"
"13 Reasons Why: Temporada 2: Zorra ebria","13/08/18"
"Dark Net: Temporada 2: Episodio 4","11/08/18"
"Dark Net: Temporada 2: Episodio 3","10/08/18"
"13 Reasons Why: Temporada 2: Dos chicas y un beso","09/08/18"
"Dark Net: Temporada 2: Episodio 2","09/08/18"
"13 Reasons Why: Temporada 2: La primera Polaroid","07/08/18"
"13 Reasons Why: Temporada 1: Casete siete, lado A","06/08/18"
"13 Reasons Why: Temporada 1: Casete seis, lado B","06/08/18"
"Dark Net: Temporada 2: Episodio 1","06/08/18"
"Dark Net: La Red Oscura: Rebelión","05/08/18"
"Dark Net: La Red Oscura: Provocación","04/08/18"
"Dark Net: La Red Oscura: Reconfiguración","04/08/18"
"Dark Net: La Red Oscura: Atrapados","03/08/18"
"13 Reasons Why: Temporada 1: Casete seis, lado A","02/08/18"
"El otro turismo: Temporada 1: Estados Unidos","02/08/18"
"Dark Net: La Red Oscura: Abuso","02/08/18"
"13 Reasons Why: Temporada 1: Casete cinco, lado B","01/08/18"
"El otro turismo: Temporada 1: Japón","01/08/18"
"Dark Net: La Red Oscura: Mejoras","01/08/18"
"13 Reasons Why: Temporada 1: Casete cinco, lado A","31/07/18"
"Dark Net: La Red Oscura: Obsesión","31/07/18"
"El otro turismo: Temporada 1: Latinoamérica","30/07/18"
"13 Reasons Why: Temporada 1: Casete cuatro, lado B","27/07/18"
"13 Reasons Why: Temporada 1: Casete cuatro, lado A","26/07/18"
"13 Reasons Why: Temporada 1: Casete tres, lado B","26/07/18"
"13 Reasons Why: Temporada 1: Casete tres, lado A","24/07/18"
"13 Reasons Why: Temporada 1: Casete dos, lado B","24/07/18"
"13 Reasons Why: Temporada 1: Casete dos, lado A","23/07/18"
"13 Reasons Why: Temporada 1: Casete uno, lado B","19/07/18"
"Alan Saldaña: Mi vida de pobre","11/07/18"
"Bésame primero: Temporada 1: Ella hizo algo","07/07/18"
"Marvel - Luke Cage: Temporada 1: Who's Gonna Take the Weight?","23/06/18"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Los despreciables","20/06/18"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Finas visitas","20/06/18"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Ataúdes Sánchez","19/06/18"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Orgullo mexicano","19/06/18"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Padre de la selva","19/06/18"
"Mau Nieto: Viviendo sobrio… desde el bar","19/06/18"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Ponte bloqueador","18/06/18"
"Franco Escamilla: Por la anécdota","18/06/18"
"Sense8: Temporada 2: Amor Vincit Omnia","13/06/18"
"Perdidos en el espacio: Temporada 1: Resurrección","10/06/18"
"Perdidos en el espacio: Temporada 1: Presurización","07/06/18"
"Perdidos en el espacio: Temporada 1: Trayectoria","07/06/18"
"Perdidos en el espacio: Temporada 1: Panegírico","06/06/18"
"La casa de papel: Parte 1: Episodio 2","05/06/18"
"La casa de papel: Parte 1: Episodio 1","05/06/18"
"Perdidos en el espacio: Temporada 1: Los Robinson estuvieron aquí","05/06/18"
"Perdidos en el espacio: Temporada 1: Infestación","04/06/18"
"Perdidos en el espacio: Temporada 1: Diamantes en el cielo","02/06/18"
"Happy!: Temporada 1: San Nick","31/05/18"
"Carlos Ballarta: Furia Ñera","18/05/18"
"Luis Miguel - La Serie: Temporada 1: La malagueña","16/05/18"
"Luis Miguel - La Serie: Temporada 1: Cuando calienta el sol","16/05/18"
"3 %: Temporada 2: Capítulo 9: Collar","11/05/18"
"3 %: Temporada 2: Capítulo 8: Sapos","09/05/18"
"3 %: Temporada 2: Capítulo 7: Niebla","09/05/18"
"Lucifer: Temporada 1: Piloto","09/05/18"
"3 %: Temporada 2: Capítulo 6: Botellas","08/05/18"
"3 %: Temporada 2: Capítulo 5: Lámpara","08/05/18"
"3 %: Temporada 2: Capítulo 4: Servilleta","06/05/18"
"3 %: Temporada 2: Capítulo 3: Estática","05/05/18"
"3 %: Temporada 2: Capítulo 2: Tostadora","04/05/18"
"3 %: Temporada 2: Capítulo 1: Espejo","28/04/18"
"Ingobernable: Temporada 1: El interés de la justicia","26/04/18"
"Ingobernable: Temporada 1: La muerte pide permiso","24/04/18"
"Ingobernable: Temporada 1: El rostro del asesino","23/04/18"
"Ingobernable: Temporada 1: Las reglas del juego","23/04/18"
"Ingobernable: Temporada 1: El Grito","20/04/18"
"Ingobernable: Temporada 1: Memoria viva","20/04/18"
"Ingobernable: Temporada 1: El juramento","19/04/18"
"Ingobernable: Temporada 1: Descenso al infierno","18/04/18"
"Ingobernable: Temporada 1: Bautismo de fuego","17/04/18"
"Ingobernable: Temporada 1: Causa de muerte","12/04/18"
"Ingobernable: Temporada 1: La otra verdad","12/04/18"
"Ingobernable: Temporada 1: El pacto","11/04/18"
"El titán","11/04/18"
"Ingobernable: Temporada 1: Las deudas se pagan","10/04/18"
"Ingobernable: Temporada 1: La huida","09/04/18"
"Ingobernable: Temporada 1: Momento de decisión","08/04/18"
"El Chapo: Temporada 2: Episodio 12","08/04/18"
"Mudo","08/04/18"
"El Chapo: Temporada 2: Episodio 11","06/04/18"
"Los 100: Temporada 3: Wanheda (Parte 1)","06/04/18"
"Aniquilación","05/04/18"
"El Chapo: Temporada 2: Episodio 10","03/04/18"
"El Chapo: Temporada 2: Episodio 9","03/04/18"
"Z Nation: Temporada 1: Cachorros y gatitos","02/04/18"
"A la *&$%! con los zombis","02/04/18"
"El Chapo: Temporada 2: Episodio 8","29/03/18"
"Better Call Saul: Temporada 1: Nacho","28/03/18"
"1922","28/03/18"
"El Chapo: Temporada 2: Episodio 7","27/03/18"
"Puertas abiertas","26/03/18"
"El Chapo: Temporada 2: Episodio 6","26/03/18"
"Santa Clarita Diet: Temporada 2: ¡Halibut!","25/03/18"
"Santa Clarita Diet: Temporada 2: Objetos sospechosos","25/03/18"
"Santa Clarita Diet: Temporada 2: Entre atriles y pinceles","25/03/18"
"Santa Clarita Diet: Temporada 2: Corazón sin dueño","25/03/18"
"Santa Clarita Diet: Temporada 2: Pasión","25/03/18"
"Santa Clarita Diet: Temporada 2: Todo sale como lo planeamos","25/03/18"
"Santa Clarita Diet: Temporada 2: La reina de Inglaterra","24/03/18"
"Santa Clarita Diet: Temporada 2: Zona gris moral","24/03/18"
"Santa Clarita Diet: Temporada 2: Coyote en ropa deportiva","24/03/18"
"Santa Clarita Diet: Temporada 2: Ninguna familia es perfecta","24/03/18"
"El Chapo: Temporada 2: Episodio 5","22/03/18"
"El Chapo: Temporada 2: Episodio 4","21/03/18"
"El Chapo: Temporada 2: Episodio 3","20/03/18"
"El Chapo: Temporada 2: Episodio 2","20/03/18"
"El Chapo: Temporada 2: Episodio 1","15/03/18"
"El Chapo: Temporada 1: Episodio 9","14/03/18"
"El Chapo: Temporada 1: Episodio 8","13/03/18"
"El Chapo: Temporada 1: Episodio 7","13/03/18"
"Legion: Temporada 1: Capítulo 8","13/03/18"
"El Chapo: Temporada 1: Episodio 6","12/03/18"
"Better Call Saul: Temporada 1: Mijo","12/03/18"
"Chef's Table: Volumen 2: Ana Roš","12/03/18"
"Better Call Saul: Temporada 1: Uno","12/03/18"
"Breaking Bad: Temporada 5: Felina","10/03/18"
"Breaking Bad: Temporada 5: Pizarra de granito","10/03/18"
"Breaking Bad: Temporada 5: Ozymandias","10/03/18"
"Legion: Temporada 1: Capítulo 7","10/03/18"
"Legion: Temporada 1: Capítulo 6","09/03/18"
"Breaking Bad: Temporada 5: Tohajiilee","09/03/18"
"Breaking Bad: Temporada 5: Perro rabioso","08/03/18"
"El Chapo: Temporada 1: Episodio 5","08/03/18"
"Breaking Bad: Temporada 5: Confesiones","07/03/18"
"El Chapo: Temporada 1: Episodio 4","07/03/18"
"Breaking Bad: Temporada 5: Enterrado","07/03/18"
"Legion: Temporada 1: Capítulo 5","07/03/18"
"Breaking Bad: Temporada 5: Dinero sangriento","05/03/18"
"El Chapo: Temporada 1: Episodio 3","05/03/18"
"El Chapo: Temporada 1: Episodio 2","05/03/18"
"Breaking Bad: Temporada 5: Planeando sobre todos","05/03/18"
"Merlí: Temporada 3: Episodio 14","05/03/18"
"Merlí: Temporada 3: Episodio 13","05/03/18"
"Breaking Bad: Temporada 5: Di mi nombre","04/03/18"
"Breaking Bad: Temporada 5: Adquisición","03/03/18"
"Breaking Bad: Temporada 5: Carga de muerte","03/03/18"
"Breaking Bad: Temporada 5: 51 (Cincuenta y uno)","03/03/18"
"Merlí: Temporada 3: Episodio 12","03/03/18"
"Merlí: Temporada 3: Episodio 11","02/03/18"
"Breaking Bad: Temporada 5: Peligro","01/03/18"
"El Chapo: Temporada 1: Episodio 1","01/03/18"
"Breaking Bad: Temporada 5: Madrigal","01/03/18"
"Merlí: Temporada 3: Episodio 10","01/03/18"
"Breaking Bad: Temporada 5: Vive libre o muere","28/02/18"
"Breaking Bad: Temporada 4: Cara a cara","28/02/18"
"Merlí: Temporada 3: Episodio 9","28/02/18"
"Breaking Bad: Temporada 4: Fin de los tiempos","27/02/18"
"Breaking Bad: Temporada 4: Entrepiso","27/02/18"
"Merlí: Temporada 3: Episodio 8","27/02/18"
"Breaking Bad: Temporada 4: Salud","26/02/18"
"Narcos: Temporada 1: Descenso","26/02/18"
"Breaking Bad: Temporada 4: Micrófono","26/02/18"
"Breaking Bad: Temporada 4: Hermanos","26/02/18"
"Merlí: Temporada 3: Episodio 7","26/02/18"
"Breaking Bad: Temporada 4: Perro problemático","25/02/18"
"Merlí: Temporada 3: Episodio 6","24/02/18"
"Club de Cuervos: Temporada 3: El corazón de Nuevo Toledo","24/02/18"
"Breaking Bad: Temporada 4: Arrinconados","23/02/18"
"Breaking Bad: Temporada 4: Copiloto","23/02/18"
"Breaking Bad: Temporada 4: Puntos clave","23/02/18"
"Club de Cuervos: Temporada 3: Inocencia interrumpida","23/02/18"
"Breaking Bad: Temporada 4: Casa abierta","23/02/18"
"Breaking Bad: Temporada 4: Revólver calibre 38","23/02/18"
"Merlí: Temporada 3: Episodio 5","23/02/18"
"Breaking Bad: Temporada 4: Navaja","22/02/18"
"Club de Cuervos: Temporada 3: Puebla…","22/02/18"
"Merlí: Temporada 3: Episodio 4","22/02/18"
"Merlí: Temporada 3: Episodio 3","20/02/18"
"Club de Cuervos: Temporada 3: Iglesias y Estado","20/02/18"
"Merlí: Temporada 3: Episodio 2","19/02/18"
"Merlí: Temporada 3: Episodio 1","16/02/18"
"Club de Cuervos: Temporada 3: Nuestro Cuau","15/02/18"
"Club de Cuervos: Temporada 3: El regreso a casa","14/02/18"
"Club de Cuervos: Temporada 3: ¿Por placer o negocios?","12/02/18"
"Club de Cuervos: Temporada 3: La pedacería","12/02/18"
"Club de Cuervos: Temporada 3: El Tratado de Versailles 14","09/02/18"
"Club de Cuervos: Temporada 3: La tercera generación","08/02/18"
"Club de Cuervos: Temporada 2: Iglesias vs. Iglesias 2","06/02/18"
"Chef's Table: Volumen 2: Enrique Olvera","05/02/18"
"Cloverfield: Monstruo","05/02/18"
"The Cloverfield Paradox","04/02/18"
"Dark: Temporada 1: Alfa y omega","04/02/18"
"Club de Cuervos: Temporada 2: La maldición de la pluma negra","02/02/18"
"Dark: Temporada 1: Todo es ahora","01/02/18"
"Dark: Temporada 1: Cosechas lo que siembras","31/01/18"
"Dark: Temporada 1: Encrucijadas","25/01/18"
"Breaking Bad: Temporada 3: Medidas totales","24/01/18"
"Breaking Bad: Temporada 3: Medias medidas","24/01/18"
"Breaking Bad: Temporada 3: Abiquiú","24/01/18"
"Club de Cuervos: Temporada 2: La tregua","24/01/18"
"Club de Cuervos: Temporada 2: La salvadora","23/01/18"
"Club de Cuervos: Temporada 2: El oasis en el desierto","22/01/18"
"The End of the F***ing World: Temporada 1: Episodio 8","22/01/18"
"The End of the F***ing World: Temporada 1: Episodio 7","21/01/18"
"The End of the F***ing World: Temporada 1: Episodio 4","20/01/18"
"The End of the F***ing World: Temporada 1: Episodio 5","20/01/18"
"The End of the F***ing World: Temporada 1: Episodio 6","20/01/18"
"The End of the F***ing World: Temporada 1: Episodio 3","19/01/18"
"Breaking Bad: Temporada 3: Vuelo","18/01/18"
"Dark: Temporada 1: Sic mundus creatus est","18/01/18"
"Club de Cuervos: Temporada 2: Matahari","18/01/18"
"The End of the F***ing World: Temporada 1: Episodio 2","18/01/18"
"The End of the F***ing World: Temporada 1: Episodio 1","18/01/18"
"Club de Cuervos: Temporada 2: Ho Oponopono","16/01/18"
"Dark: Temporada 1: Verdades","15/01/18"
"Dark: Temporada 1: Dobles vidas","15/01/18"
"Merlí: Temporada 2: Episodio 13","13/01/18"
"Club de Cuervos: Temporada 2: ¿A quién estás buscando?","12/01/18"
"Merlí: Temporada 2: Episodio 12","12/01/18"
"Club de Cuervos: Temporada 2: Bienvenidos a Segunda","11/01/18"
"Dark: Temporada 1: Pasado y presente","11/01/18"
"Merlí: Temporada 2: Episodio 11","11/01/18"
"Club de Cuervos: Temporada 2: Descenso","10/01/18"
"Merlí: Temporada 2: Episodio 10","10/01/18"
"Merlí: Temporada 2: Episodio 9","09/01/18"
"Merlí: Temporada 2: Episodio 8","08/01/18"
"Breaking Bad: Temporada 3: Kafkiano","08/01/18"
"Merlí: Temporada 2: Episodio 7","08/01/18"
"Merlí: Temporada 2: Episodio 6","07/01/18"
"Merlí: Temporada 2: Episodio 5","07/01/18"
"Merlí: Temporada 2: Episodio 4","06/01/18"
"Desearás al hombre de tu hermana","05/01/18"
"Merlí: Temporada 2: Episodio 3","05/01/18"
"Breaking Bad: Temporada 3: Te veo","04/01/18"
"Club de Cuervos: Temporada 1: Iglesias vs. Iglesias","04/01/18"
"Club de Cuervos: Temporada 1: Feliz cumpleaños, Sr. Presidente","04/01/18"
"Merlí: Temporada 2: Episodio 2","04/01/18"
"Merlí: Temporada 2: Episodio 1","02/01/18"
"Club de Cuervos: Temporada 1: Empuja","02/01/18"
"Black Mirror: Temporada 4: Arkangel","31/12/17"
"Black Mirror: Temporada 4: USS Callister","31/12/17"
"Black Mirror: Temporada 4: Crocodile","30/12/17"
"Breaking Bad: Temporada 3: Un minuto","30/12/17"
"Club de Cuervos: Temporada 1: Nuevo padrote en el pueblo","29/12/17"
"Club de Cuervos: Temporada 1: Fiebre española","28/12/17"
"Club de Cuervos: Temporada 1: Aitor","28/12/17"
"Club de Cuervos: Temporada 1: Nuestro Guggenheim","28/12/17"
"Club de Cuervos: Temporada 1: Afortunado en jugar","28/12/17"
"Club de Cuervos: Temporada 1: Barreras para salir","28/12/17"
"Club de Cuervos: Temporada 1: Bofetada","28/12/17"
"Breaking Bad: Temporada 3: Atardecer","27/12/17"
"Dark: Temporada 1: Mentiras","27/12/17"
"Club de Cuervos: Temporada 1: Respuesta uniforme","27/12/17"
"Breaking Bad: Temporada 3: Más","27/12/17"
"Club de Cuervos: Temporada 1: Hacemos jabón","27/12/17"
"Bright","27/12/17"
"House of Cards: Temporada 1: Capítulo 8","25/12/17"
"House of Cards: Temporada 1: Capítulo 7","25/12/17"
"Breaking Bad: Temporada 3: Luz verde","24/12/17"
"Breaking Bad: Temporada 3: T. S. T.","24/12/17"
"Breaking Bad: Temporada 3: Caballo sin nombre","23/12/17"
"Breaking Bad: Temporada 3: No más","23/12/17"
"Club de Cuervos: Temporada 1: Sé un capitán","22/12/17"
"Dark: Temporada 1: Secretos","22/12/17"
"Breaking Bad: Temporada 2: ABQ","20/12/17"
"Breaking Bad: Temporada 2: Phoenix","20/12/17"
"Breaking Bad: Temporada 2: Mandala","20/12/17"
"Breaking Bad: Temporada 2: Terminado","19/12/17"
"Breaking Bad: Temporada 2: Cuatro días afuera","18/12/17"
"Breaking Bad: Temporada 2: ¡Llama a Saul!","18/12/17"
"Breaking Bad: Temporada 2: Cucú","18/12/17"
"House of Cards: Temporada 1: Capítulo 6","16/12/17"
"House of Cards: Temporada 1: Capítulo 5","14/12/17"
"3 metros sobre el cielo","07/12/17"
"Marvel - The Punisher: Temporada 1: Memento mori","06/12/17"
"Silvana sin lana: Comprometidos","03/12/17"
"Cuba and the Cameraman","02/12/17"
"Silvana sin lana: Al fin, juntos","01/12/17"
"Silvana sin lana: ¿Divorcio?","01/12/17"
"Silvana sin lana: Un paso al costado","30/11/17"
"Breaking Bad: Temporada 2: Negro y azul","29/11/17"
"Silvana sin lana: A punto de volarse","29/11/17"
"Breaking Bad: Temporada 2: Rotura","27/11/17"
"Breaking Bad: Temporada 2: Abajo","27/11/17"
"Silvana sin lana: En son de paz","25/11/17"
"12 monos: Temporada 1: Desajuste mental","24/11/17"
"12 monos: Temporada 1: Fragmentación","24/11/17"
"Breaking Bad: Temporada 2: Picadura de una abeja muerta","22/11/17"
"Silvana sin lana: ¿Amigas y rivales?","22/11/17"
"Silvana sin lana: Renuncia","22/11/17"
"House of Cards: Temporada 1: Capítulo 4","21/11/17"
"Silvana sin lana: Ruega por amor","21/11/17"
"Silvana sin lana: Retirada","20/11/17"
"Jim y Andy","19/11/17"
"Vikingos: Temporada 3: Paris","18/11/17"
"Vikingos: Temporada 3: ¡A las puertas!","18/11/17"
"House of Cards: Temporada 1: Capítulo 3","18/11/17"
"House of Cards: Temporada 1: Capítulo 2","18/11/17"
"Vikingos: Temporada 3: Vuelto a nacer","18/11/17"
"Vikingos: Temporada 3: Mercenario","18/11/17"
"Silvana sin lana: Se la juegan","18/11/17"
"Silvana sin lana: Sorpresa en la boda","17/11/17"
"Silvana sin lana: Termómetro de amor","17/11/17"
"House of Cards: Temporada 1: Capítulo 1","17/11/17"
"Silvana sin lana: Retraso","16/11/17"
"Silvana sin lana: Sacrificios","16/11/17"
"Silvana sin lana: Mojarra engañada","15/11/17"
"Silvana sin lana: Manuel está destruido","15/11/17"
"Vikingos: Temporada 2: El padre nuestro","14/11/17"
"Vikingos: Temporada 2: La elección","14/11/17"
"Silvana sin lana: Amor verdadero","13/11/17"
"Vikingos: Temporada 2: Deshuesado","13/11/17"
"Spectral","10/11/17"
"Santa Clarita Diet: Temporada 1: Baka, bilis y bates de béisbol","10/11/17"
"Santa Clarita Diet: Temporada 1: ¡El libro!","10/11/17"
"Santa Clarita Diet: Temporada 1: ¿Cuánto vómito?","10/11/17"
"Santa Clarita Diet: Temporada 1: ¿Extraños o desconsiderados?","10/11/17"
"Santa Clarita Diet: Temporada 1: “Cuidamos los detalles”","09/11/17"
"Santa Clarita Diet: Temporada 1: Hombre come hombre","09/11/17"
"Santa Clarita Diet: Temporada 1: El turista sexual pedorro","08/11/17"
"Santa Clarita Diet: Temporada 1: Podemos matar gente","08/11/17"
"Santa Clarita Diet: Temporada 1: No podemos matar gente","08/11/17"
"Santa Clarita Diet: Temporada 1: ¿Un mono o un murciélago?","08/11/17"
"La niebla: Temporada 1: Malo conocido","08/11/17"
"Jason X","08/11/17"
"Jurassic World: Mundo Jurásico","07/11/17"
"Silvana sin lana: Increíble, pero cierto","06/11/17"
"Silvana sin lana: Trampa de amor","05/11/17"
"Silvana sin lana: Invasión","05/11/17"
"Silvana sin lana: Padre clasista","05/11/17"
"Silvana sin lana: Nidito de amor","04/11/17"
"Silvana sin lana: Foto evidencia","02/11/17"
"El universo de Stranger Things: El universo 2: Alucinante","02/11/17"
"Stranger Things: Stranger Things 2: Capítulo nueve: El portal","02/11/17"
"Stranger Things: Stranger Things 2: Capítulo ocho: El azotamentes","01/11/17"
"Stranger Things: Stranger Things 2: Capítulo siete: La hermana perdida","31/10/17"
"Stranger Things: Stranger Things 2: Capítulo seis: El espía","30/10/17"
"Stranger Things: Stranger Things 2: Capítulo cuatro: Will, el Sabio","30/10/17"
"Stranger Things: Stranger Things 2: Capítulo cinco: Dig Dug","30/10/17"
"Stranger Things: Stranger Things 2: Capítulo tres: El renacuajo","29/10/17"
"Stranger Things: Stranger Things 2: Capítulo dos: Dulce o truco, bicho raro","29/10/17"
"Silvana sin lana: Objetivo: El Tiburón","29/10/17"
"Stranger Things: Stranger Things 2: Capítulo uno: MADMAX","28/10/17"
"Silvana sin lana: Indecisa","27/10/17"
"Silvana sin lana: Nueva vecina","25/10/17"
"Cuando conocí al Chapo: Temporada 1: Las consecuencias","25/10/17"
"Silvana sin lana: De vuelta a casa","25/10/17"
"Silvana sin lana: Un cumpleaños diferente","18/10/17"
"Silvana sin lana: Socios y confidentes","12/10/17"
"Silvana sin lana: Amor invadido","10/10/17"
"Silvana sin lana: Despechado y consentido","09/10/17"
"Silvana sin lana: Solterita enamorada","08/10/17"
"Silvana sin lana: Visita inesperada","08/10/17"
"Silvana sin lana: Espléndida","08/10/17"
"Silvana sin lana: Inconsolables","07/10/17"
"Silvana sin lana: Streapper atrevido","01/10/17"
"Death Note","24/09/17"
"Jeff Dunham: Relative Disaster","24/09/17"
"Silvana sin lana: Chismoso","18/09/17"
"Silvana sin lana: Arresto de conveniencia","16/09/17"
"Silvana sin lana: Táctica de amor","15/09/17"
"Silvana sin lana: Rehén de sus hijas","15/09/17"
"Silvana sin lana: Padre modelo","15/09/17"
"Silvana sin lana: Fiesta familiar","14/09/17"
"Silvana sin lana: Amenaza velada","14/09/17"
"Silvana sin lana: Hombre de la casa","14/09/17"
"Silvana sin lana: Amor en espera","13/09/17"
"Silvana sin lana: Cómplices","13/09/17"
"Silvana sin lana: Coartada perfecta","13/09/17"
"Silvana sin lana: Al descubierto","12/09/17"
"Silvana sin lana: El Sapo da pelea","12/09/17"
"Silvana sin lana: Tramposo con suerte","11/09/17"
"Silvana sin lana: Mojarra fuera del agua","11/09/17"
"Silvana sin lana: Amistad salvada","11/09/17"
"Silvana sin lana: Propuesta indecente","11/09/17"
"Silvana sin lana: Ojo avisor","08/09/17"
"Silvana sin lana: Defensa ardiente","08/09/17"
"Silvana sin lana: Salida peligrosa","07/09/17"
"Silvana sin lana: Antonio José contraataca","07/09/17"
"Silvana sin lana: Noticia bomba","06/09/17"
"Silvana sin lana: Chivis en la encrucijada","06/09/17"
"Silvana sin lana: ¿Oportuno embarazo?","06/09/17"
"Silvana sin lana: La voz de los hijos","06/09/17"
"Silvana sin lana: Un buen vecino","05/09/17"
"Silvana sin lana: Desalojo en puerta","05/09/17"
"Silvana sin lana: La duda de Manuel","04/09/17"
"Silvana sin lana: Aguafiestas","04/09/17"
"Silvana sin lana: Stella descubre la mentira","04/09/17"
"Silvana sin lana: La otra cara de Antonio José","04/09/17"
"Silvana sin lana: Romántica sorpresa","31/08/17"
"Silvana sin lana: Reconciliación","31/08/17"
"Silvana sin lana: Fugitivo y encubierto","31/08/17"
"Silvana sin lana: Acoso de lujo","30/08/17"
"Silvana sin lana: Chivis, un torbellino de celos","30/08/17"
"Silvana sin lana: Majo abandona la casa","30/08/17"
"Silvana sin lana: Embargo en puerta","29/08/17"
"Silvana sin lana: De cara a la verdad","25/08/17"
"Silvana sin lana: Mi Bella Stella","23/08/17"
"Silvana sin lana: Infidelidad y mentira","22/08/17"
"Silvana sin lana: Stella persevera","22/08/17"
"Silvana sin lana: Silvana y Stella pelean","21/08/17"
"Sin tetas no hay paraiso","21/08/17"
"Silvana sin lana: Chivis se quiere divorciar","21/08/17"
"Silvana sin lana: Nuevo rumbo para Chivis","20/08/17"
"Marvel - The Defenders: Miniserie: La palabra con H","20/08/17"
"Silvana sin lana: Confesión de amor","19/08/17"
"Silvana sin lana: Ultimátum a Manuel","19/08/17"
"Silvana sin lana: Poncho se refugia con Manuel","18/08/17"
"Silvana sin lana: Dejan plantado a Poncho","18/08/17"
"Silvana sin lana: Majo debe decidir","17/08/17"
"Silvana sin lana: Chivis se lleva una sorpresa","16/08/17"
"Silvana sin lana: Chivis enfrenta a Antonio José","16/08/17"
"Silvana sin lana: Chivis se siente acorralada","16/08/17"
"Silvana sin lana: Pedida de mentiritas","15/08/17"
"Silvana sin lana: Chivis abofetea a Majo","15/08/17"
"Silvana sin lana: Chivis está  confundida","15/08/17"
"Silvana sin lana: Poncho en plan conquistador","15/08/17"
"Silvana sin lana: Chivis se queda en el barrio","15/08/17"
"Silvana sin lana: Stella quiere correr a Chivis","14/08/17"
"Silvana sin lana: Manuel no quiere hacer más el bobo","14/08/17"
"Silvana sin lana: Manuel toma una decisión","14/08/17"
"Silvana sin lana: Chivis se confiesa","13/08/17"
"Silvana sin lana: Manuel preguntón","11/08/17"
"Silvana sin lana: Chivis cacha a Majo y Vicente","10/08/17"
"Silvana sin lana: Stella le habla mal a Chivis de los hijos de Manuel","10/08/17"
"Silvana sin lana: Manuel llama Chivis, a Stella","10/08/17"
"Silvana sin lana: Chivis le hace una escena de celos a Manuel","09/08/17"
"Silvana sin lana: Stella: auto invitada","09/08/17"
"Silvana sin lana: Hijos espiones","09/08/17"
"Silvana sin lana: Chivis reconoce que se siente atraída por Manuel","08/08/17"
"Silvana sin lana: Manuel intenta besar a Chivis","08/08/17"
"Silvana sin lana: Chivis se está enamorando","07/08/17"
"Silvana sin lana: Manuel le pide consejo a Chivis","07/08/17"
"Silvana sin lana: Majo es descubierta","07/08/17"
"Silvana sin lana: A punto de besarse","07/08/17"
"Silvana sin lana: Chivis recibe oferta de trabajo","07/08/17"
"La Prepago: La prepago: Capítulo 2","07/08/17"
"Alicia en el país de las maravillas","06/08/17"
"Silvana sin lana: Manuel y Chivis a pura química","05/08/17"
"Silvana sin lana: Manuel defiende a Chivis de Rafael","05/08/17"
"Silvana sin lana: Manuel tiene otro gesto con Chivis","05/08/17"
"Silvana sin lana: Manuel entre la espada y la pared","04/08/17"
